Name,Code,Type,Extent,Data Source,Remarks,Revision Date
Old Hawaiian / Hawaii zone 1,3561,projected,USA - Hawaii - island of Hawai…,EPSG,Sometimes erroneously referred…,"May 24, 1999"
Old Hawaiian / Hawaii zone 2,3562,projected,USA - Hawaii - Maui; Kahoolawe…,EPSG,Sometimes erroneously referred…,"May 24, 1999"
Old Hawaiian / Hawaii zone 3,3563,projected,USA - Hawaii - Oahu - onshore,EPSG,Sometimes erroneously referred…,"May 24, 1999"
Old Hawaiian / Hawaii zone 4,3564,projected,USA - Hawaii - Kauai - onshore,EPSG,Sometimes erroneously referred…,"May 24, 1999"
Old Hawaiian / Hawaii zone 5,3565,projected,USA - Hawaii - Niihau - onshor…,EPSG,Sometimes erroneously referred…,"May 24, 1999"
NAD83 / Utah Central (ftUS),3566,projected,USA - Utah - SPCS - C,EPSG,State law defining system in I…,"July 13, 2016"
NAD83 / Utah South (ftUS),3567,projected,USA - Utah - SPCS - S,EPSG,State law defining system in I…,"July 13, 2016"
NAD83(HARN) / Utah North (ftUS),3568,projected,USA - Utah - SPCS - N,EPSG,State law defines system in In…,"July 13, 2016"
NAD83(HARN) / Utah Central (ftUS),3569,projected,USA - Utah - SPCS - C,EPSG,State law defines system in In…,"July 13, 2016"
NAD83(HARN) / Utah South (ftUS),3570,projected,USA - Utah - SPCS - S,EPSG,State law defines system in In…,"July 13, 2016"
WGS 84 / North Pole LAEA Bering Sea,3571,projected,World - north of 45°N,EPSG,For studies of Bering Sea area…,"March 14, 2020"
WGS 84 / North Pole LAEA Alaska,3572,projected,World - north of 45°N,EPSG,For studies of Alaskan area.,"March 14, 2020"
WGS 84 / North Pole LAEA Canada,3573,projected,World - north of 45°N,EPSG,For studies of Canadian Arctic…,"March 14, 2020"
WGS 84 / North Pole LAEA Atlantic,3574,projected,World - north of 45°N,EPSG,For studies of North Atlantic…,"March 14, 2020"
WGS 84 / North Pole LAEA Europe,3575,projected,World - north of 45°N,EPSG,For studies of north European…,"March 14, 2020"
WGS 84 / North Pole LAEA Russia,3576,projected,World - north of 45°N,EPSG,For studies of Russian Arctic…,"March 14, 2020"
GDA94 / Australian Albers,3577,projected,Australia - onshore,EPSG,,"January 22, 2007"
NAD83 / Yukon Albers,3578,projected,Canada - Yukon,EPSG,This CRS name may sometimes be…,"February 19, 2007"
NAD83(CSRS) / Yukon Albers,3579,projected,Canada - Yukon,EPSG,This CRS may sometimes be call…,"May 29, 2007"
NAD83 / NWT Lambert,3580,projected,Canada - NWT,EPSG,This CRS name may sometimes be…,"May 29, 2007"
NAD83(CSRS) / NWT Lambert,3581,projected,Canada - NWT,EPSG,This CRS may sometimes be call…,"May 29, 2007"
NAD83(NSRS2007) / Maryland (ftUS),3582,projected,USA - Maryland,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / Massachusetts Island,3583,projected,USA - Massachusetts - SPCS - i…,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / Massachusetts Island (ftUS),3584,projected,USA - Massachusetts - SPCS - i…,EPSG,State law defines use of US su…,"July 13, 2016"
NAD83(NSRS2007) / Massachusetts Mainland,3585,projected,USA - Massachusetts - SPCS - m…,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / Massachusetts Mainland (ftUS),3586,projected,USA - Massachusetts - SPCS - m…,EPSG,State law defines use of US su…,"July 13, 2016"
NAD83(NSRS2007) / Michigan Central,3587,projected,USA - Michigan - SPCS - C,EPSG,State law defines use of Inter…,"March 13, 2007"
NAD83(NSRS2007) / Michigan Central (ft),3588,projected,USA - Michigan - SPCS - C,EPSG,State law defines use of Inter…,"March 13, 2007"
NAD83(NSRS2007) / Michigan North,3589,projected,USA - Michigan - SPCS - N,EPSG,State law defines use of Inter…,"March 13, 2007"
NAD83(NSRS2007) / Michigan North (ft),3590,projected,USA - Michigan - SPCS - N,EPSG,State law defines use of Inter…,"March 13, 2007"
NAD83(NSRS2007) / Michigan Oblique Mercator,3591,projected,USA - Michigan,EPSG,Replaces NAD83(HARN) / Michiga…,"March 13, 2007"
NAD83(NSRS2007) / Michigan South,3592,projected,USA - Michigan - SPCS - S,EPSG,State law defines use of Inter…,"November 5, 2013"
NAD83(NSRS2007) / Michigan South (ft),3593,projected,USA - Michigan - SPCS - S,EPSG,State law defines use of Inter…,"November 5, 2013"
NAD83(NSRS2007) / Minnesota Central,3594,projected,USA - Minnesota - SPCS - C,EPSG,State law defines system in US…,"May 28, 2008"
NAD83(NSRS2007) / Minnesota North,3595,projected,USA - Minnesota - SPCS - N,EPSG,State law defines system in US…,"May 28, 2008"
NAD83(NSRS2007) / Minnesota South,3596,projected,USA - Minnesota - SPCS - S,EPSG,State law defines system in US…,"May 28, 2008"
NAD83(NSRS2007) / Mississippi East,3597,projected,USA - Mississippi - SPCS - E,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / Mississippi East (ftUS),3598,projected,USA - Mississippi - SPCS - E,EPSG,State law defines use of US su…,"July 13, 2016"
NAD83(NSRS2007) / Mississippi West,3599,projected,USA - Mississippi - SPCS - W,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / Mississippi West (ftUS),3600,projected,USA - Mississippi - SPCS - W,EPSG,State law defines use of US su…,"July 13, 2016"
NAD83(NSRS2007) / Missouri Central,3601,projected,USA - Missouri - SPCS - C,EPSG,Replaces NAD83(HARN) / SPCS.,"March 13, 2007"
NAD83(NSRS2007) / Missouri East,3602,projected,USA - Missouri - SPCS - E,EPSG,Replaces NAD83(HARN) / SPCS.,"March 13, 2007"
NAD83(NSRS2007) / Missouri West,3603,projected,USA - Missouri - SPCS - W,EPSG,Replaces NAD83(HARN) / SPCS.,"March 13, 2007"
NAD83(NSRS2007) / Montana,3604,projected,USA - Montana,EPSG,State law defines use of Inter…,"March 13, 2007"
NAD83(NSRS2007) / Montana (ft),3605,projected,USA - Montana,EPSG,State law defines use of Inter…,"March 13, 2007"
NAD83(NSRS2007) / Nebraska,3606,projected,USA - Nebraska,EPSG,State law defines system in US…,"June 23, 2008"
NAD83(NSRS2007) / Nevada Central,3607,projected,USA - Nevada - SPCS - C,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / Nevada Central (ftUS),3608,projected,USA - Nevada - SPCS - C,EPSG,State law defines use of US su…,"July 13, 2016"
NAD83(NSRS2007) / Nevada East,3609,projected,USA - Nevada - SPCS - E,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / Nevada East (ftUS),3610,projected,USA - Nevada - SPCS - E,EPSG,State law defines use of US su…,"July 13, 2016"
NAD83(NSRS2007) / Nevada West,3611,projected,USA - Nevada - SPCS - W,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / Nevada West (ftUS),3612,projected,USA - Nevada - SPCS - W,EPSG,State law defines use of US su…,"July 13, 2016"
NAD83(NSRS2007) / New Hampshire,3613,projected,USA - New Hampshire,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / New Hampshire (ftUS),3614,projected,USA - New Hampshire,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / New Jersey,3615,projected,USA - New Jersey,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / New Jersey (ftUS),3616,projected,USA - New Jersey,EPSG,State law defines use of US su…,"November 5, 2013"
NAD83(NSRS2007) / New Mexico Central,3617,projected,USA - New Mexico - SPCS83 - C,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / New Mexico Central (ftUS),3618,projected,USA - New Mexico - SPCS83 - C,EPSG,State law defines use of US su…,"July 13, 2016"
NAD83(NSRS2007) / New Mexico East,3619,projected,USA - New Mexico - SPCS - E,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / New Mexico East (ftUS),3620,projected,USA - New Mexico - SPCS - E,EPSG,State law defines use of US su…,"July 13, 2016"
NAD83(NSRS2007) / New Mexico West,3621,projected,USA - New Mexico - SPCS83 - W,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / New Mexico West (ftUS),3622,projected,USA - New Mexico - SPCS83 - W,EPSG,State law defines use of US su…,"July 13, 2016"
NAD83(NSRS2007) / New York Central,3623,projected,USA - New York - SPCS - C,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / New York Central (ftUS),3624,projected,USA - New York - SPCS - C,EPSG,State law defines use of US su…,"July 13, 2016"
NAD83(NSRS2007) / New York East,3625,projected,USA - New York - SPCS - E,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / New York East (ftUS),3626,projected,USA - New York - SPCS - E,EPSG,State law defines use of US su…,"July 13, 2016"
NAD83(NSRS2007) / New York Long Island,3627,projected,USA - New York - SPCS - Long I…,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / New York Long Island (ftUS),3628,projected,USA - New York - SPCS - Long I…,EPSG,State law defines use of US su…,"July 13, 2016"
NAD83(NSRS2007) / New York West,3629,projected,USA - New York - SPCS - W,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / New York West (ftUS),3630,projected,USA - New York - SPCS - W,EPSG,State law defines use of US su…,"July 13, 2016"
NAD83(NSRS2007) / North Carolina,3631,projected,USA - North Carolina,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / North Carolina (ftUS),3632,projected,USA - North Carolina,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / North Dakota North,3633,projected,USA - North Dakota - SPCS - N,EPSG,State law defines use of Inter…,"March 13, 2007"
NAD83(NSRS2007) / North Dakota North (ft),3634,projected,USA - North Dakota - SPCS - N,EPSG,State law defines use of Inter…,"March 13, 2007"
NAD83(NSRS2007) / North Dakota South,3635,projected,USA - North Dakota - SPCS - S,EPSG,State law defines use of Inter…,"March 13, 2007"
NAD83(NSRS2007) / North Dakota South (ft),3636,projected,USA - North Dakota - SPCS - S,EPSG,State law defines use of Inter…,"March 13, 2007"
NAD83(NSRS2007) / Ohio North,3637,projected,USA - Ohio - SPCS - N,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / Ohio South,3638,projected,USA - Ohio - SPCS - S,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / Oklahoma North,3639,projected,USA - Oklahoma - SPCS - N,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / Oklahoma North (ftUS),3640,projected,USA - Oklahoma - SPCS - N,EPSG,State law defines use of US su…,"July 13, 2016"
NAD83(NSRS2007) / Oklahoma South,3641,projected,USA - Oklahoma - SPCS - S,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / Oklahoma South (ftUS),3642,projected,USA - Oklahoma - SPCS - S,EPSG,State law defines use of US su…,"July 13, 2016"
NAD83(NSRS2007) / Oregon LCC (m),3643,projected,USA - Oregon,EPSG,See CRS code 3644 for non-metr…,"June 27, 2014"
NAD83(NSRS2007) / Oregon GIC Lambert (ft),3644,projected,USA - Oregon,EPSG,State law defines use of Inter…,"July 13, 2016"
NAD83(NSRS2007) / Oregon North,3645,projected,USA - Oregon - SPCS - N,EPSG,State law defines use of Inter…,"March 13, 2007"
NAD83(NSRS2007) / Oregon North (ft),3646,projected,USA - Oregon - SPCS - N,EPSG,State law defines use of Inter…,"March 13, 2007"
NAD83(NSRS2007) / Oregon South,3647,projected,USA - Oregon - SPCS - S,EPSG,State law defines use of Inter…,"March 13, 2007"
NAD83(NSRS2007) / Oregon South (ft),3648,projected,USA - Oregon - SPCS - S,EPSG,State law defines use of Inter…,"March 13, 2007"
NAD83(NSRS2007) / Pennsylvania North,3649,projected,USA - Pennsylvania - SPCS - N,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / Pennsylvania North (ftUS),3650,projected,USA - Pennsylvania - SPCS - N,EPSG,State law defines use of US su…,"July 13, 2016"
NAD83(NSRS2007) / Pennsylvania South,3651,projected,USA - Pennsylvania - SPCS - S,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / Pennsylvania South (ftUS),3652,projected,USA - Pennsylvania - SPCS - S,EPSG,State law defines use of US su…,"July 13, 2016"
NAD83(NSRS2007) / Rhode Island,3653,projected,USA - Rhode Island,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / Rhode Island (ftUS),3654,projected,USA - Rhode Island,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / South Carolina,3655,projected,USA - South Carolina,EPSG,State law defines use of Inter…,"March 13, 2007"
NAD83(NSRS2007) / South Carolina (ft),3656,projected,USA - South Carolina,EPSG,State law defines use of Inter…,"March 13, 2007"
NAD83(NSRS2007) / South Dakota North,3657,projected,USA - South Dakota - SPCS - N,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / South Dakota North (ftUS),3658,projected,USA - South Dakota - SPCS - N,EPSG,State law defines use of US su…,"July 13, 2016"
NAD83(NSRS2007) / South Dakota South,3659,projected,USA - South Dakota - SPCS - S,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / South Dakota South (ftUS),3660,projected,USA - South Dakota - SPCS - S,EPSG,State law defines use of US su…,"July 13, 2016"
NAD83(NSRS2007) / Tennessee,3661,projected,USA - Tennessee,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / Tennessee (ftUS),3662,projected,USA - Tennessee,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / Texas Central,3663,projected,USA - Texas - SPCS - C,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / Texas Central (ftUS),3664,projected,USA - Texas - SPCS - C,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / Texas Centric Albers Equal Area,3665,projected,USA - Texas,EPSG,Replaces NAD83(HARN) / TX Albe…,"September 28, 2023"
NAD83(NSRS2007) / Texas Centric Lambert Conformal,3666,projected,USA - Texas,EPSG,Replaces NAD83(HARN) / TX LC (…,"September 28, 2023"
NAD83(NSRS2007) / Texas North,3667,projected,USA - Texas - SPCS - N,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / Texas North (ftUS),3668,projected,USA - Texas - SPCS - N,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / Texas North Central,3669,projected,USA - Texas - SPCS - NC,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / Texas North Central (ftUS),3670,projected,USA - Texas - SPCS - NC,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / Texas South,3671,projected,USA - Texas - SPCS83 - S,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / Texas South (ftUS),3672,projected,USA - Texas - SPCS83 - S,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / Texas South Central,3673,projected,USA - Texas - SPCS83 - SC,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / Texas South Central (ftUS),3674,projected,USA - Texas - SPCS83 - SC,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / Utah Central,3675,projected,USA - Utah - SPCS - C,EPSG,State law of 2009 defines use…,"November 5, 2013"
NAD83(NSRS2007) / Utah Central (ft) [SUPERSEDED],3676,projected,USA - Utah - SPCS - C,EPSG,State law of 1988 defining use…,"February 25, 2020"
NAD83(NSRS2007) / Utah Central (ftUS),3677,projected,USA - Utah - SPCS - C,EPSG,State law defining use of Inte…,"July 13, 2016"
NAD83(NSRS2007) / Utah North,3678,projected,USA - Utah - SPCS - N,EPSG,State law of 2009 defines use…,"November 5, 2013"
NAD83(NSRS2007) / Utah North (ft) [SUPERSEDED],3679,projected,USA - Utah - SPCS - N,EPSG,State law of 1988 defining use…,"February 25, 2020"
NAD83(NSRS2007) / Utah North (ftUS),3680,projected,USA - Utah - SPCS - N,EPSG,State law defining use of Inte…,"July 13, 2016"
NAD83(NSRS2007) / Utah South,3681,projected,USA - Utah - SPCS - S,EPSG,State law of 2009 defines use…,"November 5, 2013"
NAD83(NSRS2007) / Utah South (ft) [SUPERSEDED],3682,projected,USA - Utah - SPCS - S,EPSG,State law of 1988 defining use…,"February 25, 2020"
NAD83(NSRS2007) / Utah South (ftUS),3683,projected,USA - Utah - SPCS - S,EPSG,State law defining use of Inte…,"July 13, 2016"
NAD83(NSRS2007) / Vermont,3684,projected,USA - Vermont,EPSG,State law defines use of US su…,"January 5, 2012"
NAD83(NSRS2007) / Virginia North,3685,projected,USA - Virginia - SPCS - N,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / Virginia North (ftUS),3686,projected,USA - Virginia - SPCS - N,EPSG,State law defines use of US su…,"July 13, 2016"
NAD83(NSRS2007) / Virginia South,3687,projected,USA - Virginia - SPCS - S,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / Virginia South (ftUS),3688,projected,USA - Virginia - SPCS - S,EPSG,State law defines use of US su…,"July 13, 2016"
NAD83(NSRS2007) / Washington North,3689,projected,USA - Washington - SPCS83 - N,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / Washington North (ftUS),3690,projected,USA - Washington - SPCS83 - N,EPSG,State law defines use of US su…,"July 13, 2016"
NAD83(NSRS2007) / Washington South,3691,projected,USA - Washington - SPCS83 - S,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / Washington South (ftUS),3692,projected,USA - Washington - SPCS83 - S,EPSG,State law defines use of US su…,"July 13, 2016"
NAD83(NSRS2007) / West Virginia North,3693,projected,USA - West Virginia - SPCS - N,EPSG,State law defines system in US…,"June 23, 2008"
NAD83(NSRS2007) / West Virginia South,3694,projected,USA - West Virginia - SPCS - S,EPSG,State law defines system in US…,"June 23, 2008"
NAD83(NSRS2007) / Wisconsin Central,3695,projected,USA - Wisconsin - SPCS - C,EPSG,State law defines use of US su…,"November 5, 2013"
NAD83(NSRS2007) / Wisconsin Central (ftUS),3696,projected,USA - Wisconsin - SPCS - C,EPSG,State law defines use of US su…,"July 13, 2016"
NAD83(NSRS2007) / Wisconsin North,3697,projected,USA - Wisconsin - SPCS - N,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / Wisconsin North (ftUS),3698,projected,USA - Wisconsin - SPCS - N,EPSG,State law defines use of US su…,"July 13, 2016"
NAD83(NSRS2007) / Wisconsin South,3699,projected,USA - Wisconsin - SPCS - S,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / Wisconsin South (ftUS),3700,projected,USA - Wisconsin - SPCS - S,EPSG,State law defines use of US su…,"July 13, 2016"
NAD83(NSRS2007) / Wisconsin Transverse Mercator,3701,projected,USA - Wisconsin,EPSG,Designed as a single zone for…,"November 5, 2013"
NAD83(NSRS2007) / Wyoming East,3702,projected,USA - Wyoming - SPCS - E,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / Wyoming East Central,3703,projected,USA - Wyoming - SPCS - EC,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / Wyoming West Central,3704,projected,USA - Wyoming - SPCS - WC,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / Wyoming West,3705,projected,USA - Wyoming - SPCS - W,EPSG,State law defines use of US su…,"March 13, 2007"
NAD83(NSRS2007) / UTM zone 59N,3706,projected,"USA - west of 174°E - AK, OCS",EPSG,For applications with an accur…,"March 5, 2010"
NAD83(NSRS2007) / UTM zone 60N,3707,projected,"USA - 174°E to 180°E - AK, OCS",EPSG,For applications with an accur…,"March 5, 2010"
NAD83(NSRS2007) / UTM zone 1N,3708,projected,"USA - 180°W to 174°W - AK, OCS",EPSG,For applications with an accur…,"March 5, 2010"
NAD83(NSRS2007) / UTM zone 2N,3709,projected,"USA - 174°W to 168°W - AK, OCS",EPSG,For applications with an accur…,"March 5, 2010"
NAD83(NSRS2007) / UTM zone 3N,3710,projected,"USA - 168°W to 162°W - AK, OCS",EPSG,For applications with an accur…,"March 5, 2010"
NAD83(NSRS2007) / UTM zone 4N,3711,projected,"USA - 162°W to 156°W - AK, OCS",EPSG,For applications with an accur…,"March 5, 2010"
NAD83(NSRS2007) / UTM zone 5N,3712,projected,"USA - 156°W to 150°W - AK, OCS",EPSG,For applications with an accur…,"March 5, 2010"
NAD83(NSRS2007) / UTM zone 6N,3713,projected,"USA - 150°W to 144°W - AK, OCS",EPSG,For applications with an accur…,"March 5, 2010"
NAD83(NSRS2007) / UTM zone 7N,3714,projected,USA - 144°W to 138°W,EPSG,For applications with an accur…,"May 29, 2007"
NAD83(NSRS2007) / UTM zone 8N,3715,projected,USA - 138°W to 132°W,EPSG,For applications with an accur…,"May 29, 2007"
NAD83(NSRS2007) / UTM zone 9N,3716,projected,USA - 132°W to 126°W,EPSG,For applications with an accur…,"May 29, 2007"
NAD83(NSRS2007) / UTM zone 10N,3717,projected,USA - 126°W to 120°W,EPSG,Replaces NAD83(HARN) / UTM zon…,"May 29, 2007"
NAD83(NSRS2007) / UTM zone 11N,3718,projected,USA - 120°W to 114°W,EPSG,Replaces NAD83(HARN) / UTM zon…,"May 29, 2007"
NAD83(NSRS2007) / UTM zone 12N,3719,projected,USA - 114°W to 108°W,EPSG,Replaces NAD83(HARN) / UTM zon…,"May 29, 2007"
NAD83(NSRS2007) / UTM zone 13N,3720,projected,USA - 108°W to 102°W,EPSG,Replaces NAD83(HARN) / UTM zon…,"May 29, 2007"
NAD83(NSRS2007) / UTM zone 14N,3721,projected,USA - 102°W to 96°W,EPSG,Replaces NAD83(HARN) / UTM zon…,"May 29, 2007"
NAD83(NSRS2007) / UTM zone 15N,3722,projected,USA - 96°W to 90°W,EPSG,Replaces NAD83(HARN) / UTM zon…,"May 29, 2007"
NAD83(NSRS2007) / UTM zone 16N,3723,projected,USA - 90°W to 84°W,EPSG,Replaces NAD83(HARN) / UTM zon…,"May 29, 2007"
NAD83(NSRS2007) / UTM zone 17N,3724,projected,USA - 84°W to 78°W,EPSG,Replaces NAD83(HARN) / UTM zon…,"May 29, 2007"
NAD83(NSRS2007) / UTM zone 18N,3725,projected,USA - 78°W to 72°W,EPSG,Replaces NAD83(HARN) / UTM zon…,"May 29, 2007"
NAD83(NSRS2007) / UTM zone 19N,3726,projected,USA - 72°W to 66°W,EPSG,Replaces NAD83(HARN) / UTM zon…,"May 29, 2007"
Reunion 1947 / TM Reunion,3727,projected,Reunion - onshore,EPSG,Replaces Reunion 1947 / Gauss…,"March 13, 2007"
NAD83(NSRS2007) / Ohio North (ftUS),3728,projected,USA - Ohio - SPCS - N,EPSG,State law defines use of US su…,"July 13, 2016"
NAD83(NSRS2007) / Ohio South (ftUS),3729,projected,USA - Ohio - SPCS - S,EPSG,State law defines use of US su…,"July 13, 2016"
NAD83(NSRS2007) / Wyoming East (ftUS),3730,projected,USA - Wyoming - SPCS - E,EPSG,State law defines use of US su…,"July 13, 2016"
NAD83(NSRS2007) / Wyoming East Central (ftUS),3731,projected,USA - Wyoming - SPCS - EC,EPSG,State law defines use of US su…,"July 13, 2016"
NAD83(NSRS2007) / Wyoming West Central (ftUS),3732,projected,USA - Wyoming - SPCS - WC,EPSG,State law defines use of US su…,"July 13, 2016"
NAD83(NSRS2007) / Wyoming West (ftUS),3733,projected,USA - Wyoming - SPCS - W,EPSG,State law defines use of US su…,"July 13, 2016"
NAD83 / Ohio North (ftUS),3734,projected,USA - Ohio - SPCS - N,EPSG,State law defines system in US…,"March 13, 2007"
NAD83 / Ohio South (ftUS),3735,projected,USA - Ohio - SPCS - S,EPSG,State law defines system in US…,"May 29, 2007"
NAD83 / Wyoming East (ftUS),3736,projected,USA - Wyoming - SPCS - E,EPSG,State law defines use of US su…,"May 29, 2007"
NAD83 / Wyoming East Central (ftUS),3737,projected,USA - Wyoming - SPCS - EC,EPSG,State law defines use of US su…,"July 13, 2016"
NAD83 / Wyoming West Central (ftUS),3738,projected,USA - Wyoming - SPCS - WC,EPSG,State law defines use of US su…,"July 13, 2016"
NAD83 / Wyoming West (ftUS),3739,projected,USA - Wyoming - SPCS - W,EPSG,State law defines use of US su…,"May 29, 2007"
NAD83(HARN) / UTM zone 10N,3740,projected,USA - 126°W to 120°W onshore,EPSG,Replaces NAD83 / UTM zone 10N…,"July 20, 2011"
NAD83(HARN) / UTM zone 11N,3741,projected,USA - 120°W to 114°W onshore,EPSG,Replaces NAD83 / UTM zone 11N…,"July 20, 2011"
NAD83(HARN) / UTM zone 12N,3742,projected,USA - 114°W to 108°W,EPSG,Replaces NAD83 / UTM zone 12N…,"April 20, 2007"
NAD83(HARN) / UTM zone 13N,3743,projected,USA - 108°W to 102°W,EPSG,Replaces NAD83 / UTM zone 13N…,"April 20, 2007"
NAD83(HARN) / UTM zone 14N,3744,projected,USA - 102°W to 96°W onshore,EPSG,Replaces NAD83 / UTM zone 14N…,"July 20, 2011"
NAD83(HARN) / UTM zone 15N,3745,projected,USA - 96°W to 90°W onshore,EPSG,Replaces NAD83 / UTM zone 15N…,"July 20, 2011"
NAD83(HARN) / UTM zone 16N,3746,projected,USA - 90°W to 84°W onshore,EPSG,Replaces NAD83 / UTM zone 16N…,"July 20, 2011"
NAD83(HARN) / UTM zone 17N,3747,projected,USA - 84°W to 78°W onshore,EPSG,Replaces NAD83 / UTM zone 17N…,"July 20, 2011"
NAD83(HARN) / UTM zone 18N,3748,projected,USA - 78°W to 72°W onshore,EPSG,Replaces NAD83 / UTM zone 18N…,"July 20, 2011"
NAD83(HARN) / UTM zone 19N,3749,projected,USA - 72°W to 66°W onshore,EPSG,Replaces NAD83 / UTM zone 19N…,"July 20, 2011"
NAD83(HARN) / UTM zone 4N,3750,projected,USA - 162°W to 156°W onshore -…,EPSG,,"March 13, 2007"
NAD83(HARN) / UTM zone 5N,3751,projected,USA - 156°W to 150°W onshore -…,EPSG,,"March 13, 2007"
NAD83(HARN) / Ohio North (ftUS),3753,projected,USA - Ohio - SPCS - N,EPSG,State law defines use of US su…,"July 13, 2016"
NAD83(HARN) / Ohio South (ftUS),3754,projected,USA - Ohio - SPCS - S,EPSG,State law defines use of US su…,"July 13, 2016"
NAD83(HARN) / Wyoming East (ftUS),3755,projected,USA - Wyoming - SPCS - E,EPSG,State law defines system in US…,"July 13, 2016"
NAD83(HARN) / Wyoming East Central (ftUS),3756,projected,USA - Wyoming - SPCS - EC,EPSG,State law defines system in US…,"July 13, 2016"
NAD83(HARN) / Wyoming West Central (ftUS),3757,projected,USA - Wyoming - SPCS - WC,EPSG,State law defines system in US…,"July 13, 2016"
NAD83(HARN) / Wyoming West (ftUS),3758,projected,USA - Wyoming - SPCS - W,EPSG,State law defines system in US…,"July 13, 2016"
NAD83 / Hawaii zone 3 (ftUS),3759,projected,USA - Hawaii - Oahu - onshore,EPSG,State has no law defining grid…,"April 20, 2007"
NAD83(HARN) / Hawaii zone 3 (ftUS),3760,projected,USA - Hawaii - Oahu - onshore,EPSG,State has no law defining grid…,"July 13, 2016"
NAD83(CSRS) / UTM zone 22N [SUPERSEDED],3761,projected,Canada - 54°W to 48°W,EPSG,,"May 29, 2007"
WGS 84 / South Georgia Lambert,3762,projected,South Georgia - onshore,EPSG,,"March 14, 2020"
ETRS89 / Portugal TM06,3763,projected,Portugal - mainland - onshore,EPSG,,"March 30, 2020"
NZGD2000 / Chatham Island Circuit 2000 [SUPERSEDED],3764,projected,New Zealand - Chatham Islands…,EPSG,Officially withdrawn on 6 June…,"October 16, 2017"
HTRS96 / Croatia TM,3765,projected,Croatia - onshore,EPSG,,"September 29, 2007"
